University,City,State,Denomination,Rank,Market,Academic,aCFI,CSI_Score,CSI_Quantile,Endowment,Latitude,Longitude
Liberty University,Lynchburg,VA,Protestant,1,0.9986501019683699,0.9506324019128685,0.8208165481662044,0.9178823754956486,8,2889536146.25,37.35394665,-79.1531533219339
Sacred Heart University,Fairfield,CT,Roman Catholic,3,0.9986501019683699,0.7171262079979278,0.8102849067330768,0.8669897244305143,8,359938976.441,41.22259744999999,-73.24446729633347
Savannah College of Art and Design,Savannah,GA,Roman Catholic,4,0.9986501019683699,0.687695778897506,0.8186772151478191,0.8644651834809197,8,450294890.895,32.07776915,-81.10099365718662
Southern Methodist University,Dallas,TX,Methodist,9,0.9986501019683699,0.6335774529530773,0.8158624184539804,0.8525204484877543,8,2457485744.064,32.84180114999999,-96.78152810147064
Baylor University,Waco,TX,Baptist,10,0.9986501019683699,0.6347821953415568,0.8146306681275013,0.8522683300105544,8,2319964085.559,31.55043405,-97.1102905567766
University of Notre Dame,Notre Dame,IN,Roman Catholic,11,0.9986501019683699,0.60438926686293,0.8247806282917516,0.8502547976654098,8,24010302260.643,41.70456775,-86.23822026017265
Texas Christian University,Fort Worth,TX,Protestant,12,0.9986501019683699,0.6274055970892625,0.8112243482863755,0.8494305388195021,8,3065408991.313,32.7080148,-97.36119385339882
Syracuse University,Syracuse,NY,Methodist,13,0.9986501019683699,0.6106326347102713,0.8106898871977624,0.8458637323122788,8,2282785566.015,43.01711285,-76.11855360009726
Loyola University Chicago,Chicago,IL,Roman Catholic,17,0.9986501019683699,0.5159266599973246,0.8357428720380479,0.8369582125002429,8,1120455031.69,41.99914920000001,-87.65737041681818
DePaul University,Chicago,IL,Roman Catholic,18,0.9986501019683699,0.5662210471923685,0.808907108874239,0.8362723880823759,8,1231972454.115,41.9245803,-87.65072230067958
Princeton University,Princeton,NJ,Interdenominational,20,0.9381479566606512,0.5799704618905428,0.8487542140541718,0.8307728996649935,8,45087052885.495,40.33867515,-74.65836549131683
Yale University,New Haven,CT,Interdenominational,22,0.9848657267838433,0.5375765995619605,0.6722014469254292,0.7703243854528515,8,50681474134.498,41.3135727,-72.9231731
Clark Atlanta University,Atlanta,GA,Methodist,23,0.9888722646547018,0.4458832220479921,0.6782693297706209,0.7560254604970114,8,114792226.859,33.75012475,-84.41158897451389
Stanford University,Stanford,CA,Interdenominational,26,0.9841754580392027,0.5110797002510118,0.5986526126481964,0.7353173733318625,8,43678472171.516,37.43131385,-122.1693653549831
Emory University,Atlanta,GA,Methodist,27,0.9970239476879377,0.6767488989343298,0.5000216336109102,0.734100639348465,8,10491058820.98,33.7969409,-84.32371468406527
Boston College,Chestnut Hill,MA,Roman Catholic,30,0.9875993394206649,0.6154495720157207,0.5237068116063784,0.727556811285139,8,4276658569.222,42.3401702,-71.167045
Duke University,Durham,NC,Methodist,31,0.9920719135561643,0.5399230063488268,0.5384472834708549,0.7201467700452766,8,14751189917.749,36.00015569999999,-78.94422972195878
High Point University,High Point,NC,Methodist,32,0.9884792832362865,0.629333312885997,0.4973424014534821,0.7201330236737853,8,202020476.542,35.9720859,-79.9936582
Anderson University,Anderson,SC,Baptist,33,0.836548072371482,0.5285949830659764,0.696208993576272,0.7188245504854683,8,30777700.896,34.51478935,-82.63874687710373
Santa Clara University,Santa Clara,CA,Roman Catholic,34,0.9771572671526583,0.581777131927508,0.5274785977479335,0.7181593746253798,8,1667141461.573,37.3486243,-121.9365440053793
Fairfield University,Fairfield,CT,Roman Catholic,35,0.9917237925632323,0.6392398347514034,0.4801007353924008,0.716510701916881,8,506631457.061,41.15967565,-73.25740310197213
St. John's University-New York,Queens,NY,Roman Catholic,38,0.9815979860314136,0.6647659604486552,0.4690898843463882,0.713157521823073,8,972760736.921,40.7255421,-73.7919066
University of St Thomas,Saint Paul,MN,Roman Catholic,40,0.9722907675553493,0.61517401613953,0.490800780699907,0.708210836207779,8,823063088.907,44.94210585,-93.1894521972007
Fordham University,Bronx,NY,Roman Catholic,44,0.9893809922439329,0.6126016493638113,0.4620946058564467,0.7030427897699245,8,1119385853.526,40.86173435000001,-73.88603169298054
Chapman University,Orange,CA,Protestant,46,0.9859740274831936,0.6041651856649992,0.4679662097174997,0.7023437113339057,8,852307981.373,33.79338165,-117.851695945987
Loyola University Maryland,Baltimore,MD,Roman Catholic,48,0.9750622654813886,0.5935127373224933,0.4718267819561507,0.6973956742956251,8,364000678.801,39.34835375,-76.61593184876489
Berry College,Mount Berry,GA,Interdenominational,49,0.8052138525770922,0.5237775681885899,0.6681925677888934,0.6941188211555934,8,402275173.523,34.293036,-85.19174086702785
Mercer University,Macon,GA,Baptist,51,0.9492543015809671,0.6232881825655052,0.4725371982842206,0.6933114896504183,8,596820645.75,32.8289341,-83.65067020582131
Belmont University,Nashville,TN,Interdenominational,52,0.971659860422345,0.5176164633319925,0.5021700684523276,0.6930067705975826,8,497223117.777,36.13278325,-86.79265777214094
Dallas Baptist University,Dallas,TX,Baptist,53,0.8261009007041786,0.857745883887851,0.4753731209769926,0.6920654753957749,8,82425316.968,32.7108312,-96.946767972549
Seattle University,Seattle,WA,Roman Catholic,54,0.8797577198865177,0.5228424250502639,0.5888578744901369,0.6919922343211189,8,359465085.961,47.60950425,-122.3187982970228
Gonzaga University,Spokane,WA,Roman Catholic,55,0.9493522899107403,0.618033054895834,0.4694019138993981,0.6910454343515214,8,483910083.525,47.66710255,-117.4030545594068
Wake Forest University,Winston-Salem,NC,Protestant,59,0.968581232675241,0.4950600538492897,0.4980892656852262,0.6856334638385294,8,1328272564.692,36.13389295,-80.27555779127688
University of Denver,Denver,CO,Methodist,60,0.9585206730531557,0.5495454935881973,0.4805909280710182,0.685499050736259,8,1330532838.483,39.6783106,-104.9624727630881
University of St Thomas,Houston,TX,Roman Catholic,61,0.9395883107484005,0.6275545068880162,0.4550107082812603,0.6832847968493602,8,173653696.596,29.7368408,-95.39417194809748
Seton Hall University,South Orange,NJ,Roman Catholic,63,0.9608916856563097,0.5757031246187809,0.4527750378612367,0.6805442098573194,8,383270423.496,40.75201795,-74.23952913701487
Samford University,Birmingham,AL,Baptist,64,0.9191025703090075,0.6016125806960717,0.4756167718043312,0.6781533048238102,8,490041746.4,33.553754,-86.751096
Villanova University,Villanova,PA,Roman Catholic,67,0.8686742397249158,0.5980686920684012,0.5144577665395464,0.6728227581795936,8,1518575983.857,40.03575,-75.3401787
University of Chicago,Chicago,IL,Interdenominational,68,0.9259762033704309,0.551886735574338,0.4750372390747563,0.6707299452468629,8,10776747231.612,41.79139685,-87.60084387193544
Trinity University,San Antonio,TX,Presbyterian,69,0.7978631630892121,0.4989024900728102,0.6210059170291329,0.6673226546799896,8,1530069004.612,29.4616913,-98.48350834832186
University of Dayton,Dayton,OH,Roman Catholic,70,0.8800257821858618,0.626059716998503,0.4749024480690859,0.6671276074413751,8,1005326808.243,39.73845985,-84.17919478013708
University of the Incarnate Word,San Antonio,TX,Roman Catholic,71,0.9673836113619129,0.471128349506034,0.4640267372990202,0.666738763516953,8,208463940.625,29.4688466,-98.46910390973764
University of Evansville,Evansville,IN,Methodist,77,0.7147841520055426,0.4439569886140419,0.71051110824958,0.6589357299324454,8,173163950.365,37.9735131,-87.53229765717168
Abilene Christian University,Abilene,TX,Churches of Christ,79,0.8966148250055407,0.4481860826266741,0.5178785108692616,0.6554036464866664,8,966154256.423,32.4699728,-99.70735954838815
Houston Christian University,Houston,TX,Baptist,81,0.8704053162713552,0.594343823232395,0.470176327931983,0.6550489826794503,8,144351765.743,32.646035,-96.805742
Lynn University,Boca Raton,FL,Interdenominational,85,0.8037087721534675,0.749928778787489,0.449134696469695,0.6510576063909626,8,41181258.704,26.3837711,-80.12540276819502
Saint Leo University,Saint Leo,FL,Roman Catholic,86,0.7981321848227626,0.7528281018160139,0.4502539324045016,0.6498550220119255,8,93128067.766,28.3385394,-82.25807054363955
University of Hartford,West Hartford,CT,Interdenominational,88,0.9420661607864839,0.4443677627158408,0.4448795333186692,0.6436021626995428,8,213098795.409,41.8002648,-72.71412054842195
Providence College,Providence,RI,Roman Catholic,89,0.8319080588255268,0.6015795693853241,0.4755854979088595,0.6432651049075799,8,403791679.631,41.8442938,-71.43548862523096
California Baptist University,Riverside,CA,Baptist,90,0.8250477591320591,0.6545031781140583,0.4447058529938329,0.6387430665500426,8,200790654.859,33.9283239,-117.4259206205848
Hope College,Holland,MI,Protestant,91,0.7939962138409742,0.5675779020054954,0.5153332737076928,0.6372142846637228,8,361717192.752,42.78672450000001,-86.09964267156195
Saint Louis University,Saint Louis,MO,Roman Catholic,94,0.9299895726994187,0.305544549113163,0.4949182742200497,0.6310474788330828,8,1940293988.733,38.635359,-90.23184326838911
University of Mary Hardin-Baylor,Belton,TX,Baptist,95,0.8834372431720775,0.4556629097534898,0.4654811482333926,0.6306591247272402,8,144510282.54,31.06868225,-97.46482937242428
St Olaf College,Northfield,MN,Lutheran,96,0.7685658184989544,0.5749880373840647,0.5162305452452626,0.6288850436979605,8,886344578.208,44.4640025,-93.18717908824593
Regent University,Virginia Beach,VA,Interdenominational,97,0.6418317105858005,0.9145234238889965,0.4683588929789606,0.626918962468852,8,52200584.009,36.79932065,-76.19440046772189
Marist College,Poughkeepsie,NY,Roman Catholic,99,0.7587999969384177,0.6499263399421107,0.4799054855119388,0.6254225694319792,8,551067513.227,41.722007,-73.93438356318902
Davidson College,Davidson,NC,Presbyterian,100,0.6027696427001028,0.5708304815423484,0.6638559786441172,0.6208317560294622,8,1756852179.593,35.5032193,-80.83393027613258
University of Lynchburg,Lynchburg,VA,Protestant,101,0.5002011785571039,0.4610621083007662,0.8180874377832243,0.6195953593551554,8,163091063.495,37.39874285,-79.18404787841646
Creighton University,Omaha,NE,Roman Catholic,102,0.779928272201601,0.5218314997334523,0.5079560818548592,0.619491456808452,8,894600886.318,41.26585655,-95.94505553516464
Texas Wesleyan University,Fort Worth,TX,Methodist,103,0.7694706349276214,0.4152310580555723,0.5703350893840734,0.6189640981843708,8,69181216.393,32.73306755,-97.28013399216506
Merrimack College,North Andover,MA,Roman Catholic,104,0.7648026156422487,0.6669995976308619,0.4449040041297032,0.6172283680144518,8,87664960.928,42.66688065,-71.12292177692487
Emerson College,Boston,MA,Interdenominational,106,0.728241254252252,0.6079868515270488,0.4749349777514622,0.6028292272918677,8,279832730.644,42.3521996,-71.0656808
Palm Beach Atlantic University,West Palm Beach,FL,Interdenominational,107,0.7528807678920277,0.518364570273932,0.4885556996620178,0.6002180876825204,7,118945105.491,26.7048899,-80.05085158341606
Southeastern University,Lakeland,FL,Pentecostal,108,0.7110772912058301,0.7007770803360255,0.4369076253747945,0.5992955787873757,7,8537421.01,28.03048365,-81.91800905687728
Cedarville University,Cedarville,OH,Baptist,110,0.7141225340887216,0.6082437679986923,0.47795220518217,0.5984420031189228,7,56920085.868,39.7540491,-83.81705182918216
Jacksonville University,Jacksonville,FL,Interdenominational,111,0.7902609092116094,0.5298820902925003,0.4402973477521221,0.5981557660135927,7,73907909.018,30.3537227,-81.60730605405212
Bucknell University,Lewisburg,PA,Anabaptist,114,0.6707193819866618,0.5560184058400081,0.5400556896381644,0.5954990471770771,7,1328672194.564,40.9588852,-76.88191282447514
Marian University,Indianapolis,IN,Roman Catholic,116,0.7576924198482047,0.5392286539412966,0.4579184980316008,0.5940519895324088,7,146419154.807,39.8118912,-86.20426576405468
College of the Holy Cross,Worcester,MA,Roman Catholic,118,0.6293976244142498,0.5685337050751399,0.5639204473795614,0.5910269606890795,7,1134139704.641,42.23668645,-71.80702483708313
McPherson College,McPherson,KS,Anabaptist,119,0.3342950597387148,0.5275616327499755,0.8782094231218549,0.5906035759095984,7,2330285173.661,38.37222595,-97.64194995634703
University of the Cumberlands,Williamsburg,KY,Baptist,122,0.5738457254796911,0.819703364340095,0.4832828015718752,0.5867493853399779,7,502981178.591,36.73674315,-84.16286166961402
Oberlin College,Oberlin,OH,Protestant,124,0.5856634016652459,0.5267345333868683,0.6155747813540701,0.5858540550478656,7,1543578050.983,41.29571765,-82.22156959263393
Morehouse College,Atlanta,GA,Baptist,125,0.8404072040414788,0.4556391306924663,0.3962208228687285,0.5857286764336765,7,292320362.64,33.74737405,-84.41609506200462
Mercy University,Dobbs Ferry,NY,Roman Catholic,127,0.7219093077992248,0.4927462124688169,0.4889880068391151,0.5828845003984403,7,394310983.225,41.02156265,-73.87446425294797
Florida Southern College,Lakeland,FL,Methodist,128,0.7071633237889409,0.5542914947628701,0.4690056880727445,0.5812935593530075,7,117004041.609,28.0304561,-81.94554251154706
St. Thomas University,Miami Gardens,FL,Roman Catholic,129,0.6952374178832803,0.5737356636222632,0.4708473387221573,0.5811483075262216,7,47132083.104,25.92128605,-80.2564809131741
Oral Roberts University,Tulsa,OK,Protestant,133,0.6038584819832874,0.6963930699039798,0.4983806473787592,0.5801439166999016,7,54085352.459,36.0508252,-95.95213552843208
Dominican University,River Forest,IL,Roman Catholic,136,0.7639250876413655,0.437147378044822,0.4592702255092844,0.5766793476677575,7,61693176.368,41.90289665,-87.82262656814642
Amherst College,Amherst,MA,Interdenominational,137,0.4526730895011841,0.5196671963430033,0.7274062222836477,0.5760134111984057,7,4254154753.154,42.3703768,-72.5160691823344
Berea College,Berea,KY,Interdenominational,143,0.3885866759958582,0.4073664814948512,0.8297978913077106,0.5689134874829103,7,1620002877.407,37.57153635,-84.28979604472684
Pepperdine University,Malibu,CA,Churches of Christ,144,0.6188491611153428,0.6224203659770747,0.4917009174988278,0.5686783178718737,7,1352840941.697,34.04301030000001,-118.7093458932893
Aurora University,Aurora,IL,Interdenominational,145,0.6287290010478059,0.6744965324813305,0.4557846440118708,0.5686655988955862,7,57093254.696,41.754829,-88.34950358637296
Furman University,Greenville,SC,Interdenominational,148,0.6077004668202797,0.4865094086588443,0.567932139681655,0.5675590897729311,7,930653722.2,34.92577435,-82.4385258125221
Babson College,Wellesley,MA,Jewish,149,0.5459230070531953,0.7080771949403594,0.5179825327291998,0.5671558513873765,7,825599767.255,42.29914,-71.2622114
Yeshiva University,New York,NY,Jewish,150,0.479857901969568,0.9605516368939327,0.4527477642515547,0.5650991024661995,7,514895874.992,40.84898065,-73.92984026052692
Xavier University,Cincinnati,OH,Roman Catholic,151,0.6953884637970736,0.4962172808032492,0.4684440888412563,0.5647510054592899,7,284112567.508,39.1513078,-84.47083471474068
Queens University of Charlotte,Charlotte,NC,Presbyterian,152,0.691048613762651,0.5648552776140732,0.4357791539974044,0.5636637280684986,7,188239940.226,35.223787,-80.841141
St. Mary's University,San Antonio,TX,Roman Catholic,155,0.6757470957205115,0.4510415429038582,0.5019968604927237,0.5612936115743018,7,288257066.318,29.45223455,-98.56460747256097
Siena College,Loudonville,NY,Roman Catholic,157,0.6333169544979574,0.6054976531757198,0.465781996229929,0.5607083858647771,7,198707597.831,42.7192659,-73.7511920123242
Wingate University,Wingate,NC,Baptist,158,0.6849059074039231,0.5135513276809527,0.458058163228862,0.5598676596984419,7,155392138.056,34.9871011,-80.43731492196923
Point Loma Nazarene University,San Diego,CA,Protestant,159,0.6407973542255267,0.6108310131425883,0.4531943952446195,0.5597283784588882,7,75656679.618,32.7169659,-117.2510853
Wofford College,Spartanburg,SC,Methodist,160,0.5855130354658227,0.558680822193591,0.5344808800958387,0.559726207453636,7,459136303.005,34.96115815,-81.93532160934096
Calvin University,Grand Rapids,MI,Protestant,161,0.5911535656571072,0.5735572638613069,0.5212633246417813,0.5596659904737933,7,326610323.215,42.9320314,-85.58036402193719
University of the Pacific,Stockton,CA,Methodist,163,0.6561097081034348,0.5160772745597975,0.4801805485409571,0.5577103749811582,7,739230986.384,37.98042375,-121.3128471983267
Whitworth University,Spokane,WA,Presbyterian,164,0.6702389268055429,0.4471401590100939,0.4969274999264049,0.5562822500862016,7,236565887.101,47.75418125,-117.4178864635003
Bethel College-North Newton,North Newton,KS,Other,165,0.2877097503688343,0.4948392682027311,0.8541045119847024,0.5557861245825007,7,40064717.461,38.0761894,-97.34339387481224
Southwestern University,Georgetown,TX,Methodist,166,0.5927801093946402,0.5438181208274593,0.5243140793738099,0.5555925026657245,7,476755918.22,30.6371513,-97.66274097607484
Augsburg University,Minneapolis,MN,Lutheran,167,0.6952311340884727,0.4875335088456483,0.4488407520577059,0.5551069479137192,7,91344558.713,44.9662364,-93.24110466136236
Lafayette College,Easton,PA,Presbyterian,168,0.5383507286874352,0.5689464842958444,0.5613621645605001,0.5536759968699568,7,1237348251.369,40.6986835,-75.20924604652205
Biola University,La Mirada,CA,Interdenominational,169,0.5984900988095097,0.6502483740498146,0.4603047408474949,0.5535347977736482,7,117098515.092,33.90686,-118.0152171906512
Macalester College,Saint Paul,MN,Presbyterian,170,0.5685302784852331,0.5337755963345063,0.5478433658783377,0.5533039150980232,7,903061958.461,44.9376942,-93.16929174410552
Trinity College,Hartford,CT,Episcopal,173,0.6070874783109106,0.5191202821062162,0.5142189859076449,0.5523368651298053,7,978344156.189,41.74715485,-72.69011994734595
Smith College,Northampton,MA,Interdenominational,177,0.5310567239652844,0.5570628199351744,0.5646218673825281,0.5496881129452463,7,-174348714.721,42.31622385,-72.64039315198599
Franciscan University of Steubenville,Steubenville,OH,Roman Catholic,179,0.5565163400547221,0.6977457054483978,0.4666159304318629,0.5487699462658496,7,100437801.231,40.376755,-80.62193141522137
Elmhurst University,Elmhurst,IL,United Church of Christ,180,0.5861543770601398,0.6168587612975598,0.4749473056382486,0.5477871134861592,7,186980905.545,41.89711725,-87.94692011451079
Charleston Southern University,Charleston,SC,Baptist,181,0.69297682331403,0.4196113041899596,0.4639256505893875,0.5466647767167264,7,33920979.729,32.9826445,-80.07109661611514
DePauw University,Greencastle,IN,Methodist,182,0.5551879980581058,0.4953231705910773,0.5636028928552712,0.5465886599452724,7,753498436.894,39.63804945,-86.86687365754466
Arizona Christian University,Glendale,AZ,Interdenominational,185,0.6146161454782091,0.6177445026917501,0.4378441067970227,0.5444973342049851,7,1208834.35,33.62261334999999,-112.1826058201733
Pacific Lutheran University,Tacoma,WA,Lutheran,186,0.6173291896810624,0.5794252584554349,0.4522367803611055,0.5436822116192127,7,145866498.292,47.14375725,-122.4443888659279
Carroll University,Waukesha,WI,Presbyterian,187,0.5984554796951078,0.5565654364460696,0.4812233188590077,0.5431653492830177,7,109211033.467,43.00395265,-88.22926408934816
Occidental College,Los Angeles,CA,Presbyterian,188,0.5147895359271978,0.5316043052974315,0.570867485354625,0.5405932036851638,7,647599161.621,34.12719495,-118.209920299892
Lewis University,Romeoville,IL,Roman Catholic,190,0.550369505791904,0.6803950470492356,0.4589680181548031,0.5397827361368768,7,129706032.69,41.60277235,-88.08221382800252
University of Dallas,Irving,TX,Roman Catholic,193,0.5690024785617749,0.6185047290552845,0.4641244225896045,0.5369257804353649,7,102529121.625,32.8487635,-96.92256763370509
Hardin-Simmons University,Abilene,TX,Baptist,194,0.5550522909091686,0.5444688516807004,0.514326955915313,0.5366383823428568,7,279106314.498,32.4777117,-99.73415759382408
Concordia University-Saint Paul,Saint Paul,MN,Lutheran,195,0.4671749438766091,0.7744329433757469,0.4870630846970493,0.5365550519328269,7,53566572.079,44.9497767,-93.15731626748348
Wheaton College,Wheaton,IL,Interdenominational,196,0.4865944205485664,0.5816956274044816,0.5632515068518411,0.5362833177376344,7,662050503.677,41.86963745,-88.09755524953694
Lipscomb University,Nashville,TN,Churches of Christ,198,0.6232390504444829,0.5361008655724542,0.445880852247265,0.5348413763700377,7,122667623.6,36.10507165,-86.79864091820343
Hesston College,Hesston,KS,Anabaptist,199,0.2646466159419614,0.4290384460610893,0.8575607782607274,0.5347927905427452,7,17468889.166,38.13468465,-97.43391833739682
Roanoke College,Salem,VA,Lutheran,200,0.5489685049183846,0.5005367031014499,0.5340904050870214,0.5333327721826678,7,177318748.563,37.29778755,-80.05499962542144
Newberry College,Newberry,SC,Lutheran,201,0.5956318693852347,0.5646066821540134,0.4468826263336441,0.529900487388467,7,22655839.486,34.2852622,-81.6216373558786
Florida Memorial University,Miami Gardens,FL,Baptist,202,0.576586118996417,0.588247393956556,0.4540390643582,0.5298738765947344,7,8702986.563,25.9175201,-80.27068544105553
Buena Vista University,Storm Lake,IA,Presbyterian,203,0.3328019802650176,0.9483260075236412,0.5172555703667383,0.5296635600727251,7,177292757.421,42.6405657,-95.20969795805097
Augustana College,Rock Island,IL,Lutheran,204,0.5483613068879933,0.5595607036755571,0.4947242941842935,0.5291345338218066,7,245717028.381,41.5015277,-90.550369870788
Saint Mary's College,Notre Dame,IN,Roman Catholic,207,0.5337112517580984,0.4895782721236542,0.5408554350419769,0.5277481712793811,7,319598964.344,41.70747445,-86.25628011081898
Oglethorpe University,Atlanta,GA,Interdenominational,208,0.6238347411972418,0.5144210886751707,0.437570675136965,0.5274200728207571,7,55394131.06,33.749291,-84.414452
Mount St. Mary's University,Emmitsburg,MD,Roman Catholic,209,0.6016277128762199,0.5213161657243632,0.4555430067479779,0.5271103352080413,7,71321509.069,39.68056055,-77.3465509414935
University of the Southwest,Hobbs,NM,Protestant,210,0.2736592439904116,0.4966606972870947,0.7953188238781168,0.5270053983754782,7,16597476.096,32.77421735,-103.1892648731455
McKendree University,Lebanon,IL,Methodist,212,0.4662407527870878,0.7918313526487029,0.4535253251526827,0.5262375995601357,6,38765821.195,38.60868085,-89.81521661455423
Marymount University,Arlington,VA,Roman Catholic,214,0.5746369443222327,0.598398439349678,0.4404466907313511,0.5256839276911481,6,-39286451.986,38.9054445,-77.12768184296903
Loyola University New Orleans,New Orleans,LA,Roman Catholic,215,0.5529138558543936,0.6005736524352447,0.4587031992686646,0.524737944425297,6,232988813.607,29.9356364,-90.12045155517568
Saint Peter's University,Jersey City,NJ,Roman Catholic,216,0.5326657427568584,0.6661108195383441,0.445424061046066,0.5244272925848182,6,42989012.697,40.7276245,-74.07216785370294
Stonehill College,Easton,MA,Roman Catholic,217,0.5425846346077613,0.5735213055112909,0.4798576720358935,0.5236655447001153,6,380113244.976,42.05997765,-71.07932570575417
Eckerd College,Saint Petersburg,FL,Presbyterian,218,0.6056411672495169,0.4627070696464435,0.4717186966332947,0.5234728683980504,6,92936720.648,27.71426575,-82.68554318351735
Houghton University,Houghton,NY,Wesleyan,219,0.2999385814091776,0.3861029603971685,0.8145914842239613,0.5231269324753535,6,89956948.343,42.426287,-78.155462892227
Bob Jones University,Greenville,SC,Protestant,220,0.5597918829976939,0.6026180427582621,0.4465453953311138,0.5230315879696661,6,22240535.199,34.8718605,-82.36517984802921
Saint Xavier University,Chicago,IL,Roman Catholic,221,0.6244358707169086,0.5504847393822061,0.4077854744204765,0.5229495509652694,6,86551515.573,41.70792405,-87.71463117997662
Schreiner University,Kerrville,TX,Presbyterian,223,0.4789378839623991,0.5639339231099648,0.5430844858716705,0.5216000622720879,6,76439716.079,30.03127035,-99.13024647445344
Ohio Wesleyan University,Delaware,OH,Methodist,224,0.3880162423276675,0.7194013841040511,0.5562610544901029,0.5215917059961732,6,345939913.02,40.292858,-83.06427625448865
Hamilton College,Clinton,NY,Interdenominational,225,0.4247897680065803,0.550146870125557,0.6038574221203401,0.5215115278964904,6,1562290689.945,43.0537974,-75.40693894376341
Crown College,Saint Bonifacius,MN,Evangelical Christian,226,0.373474912795458,0.9517117937951478,0.454170842517281,0.5213589763819695,6,12491070.895,44.88413435,-93.74256433121
Mississippi College,Clinton,MS,Baptist,228,0.5267588670513575,0.5707693318794127,0.484267057473673,0.5185513367774964,6,90335905.662,32.3354174,-90.33188238452227
California Lutheran University,Thousand Oaks,CA,Lutheran,230,0.5399768624447843,0.5872268791968583,0.4567232349998009,0.5161040390900415,6,177402642.081,34.22655655,-118.8785216793059
University of Tulsa,Tulsa,OK,Presbyterian,233,0.4284140791504902,0.5747954969046596,0.5728737836215818,0.5154884982888795,6,774445314.685,36.1523306,-95.94596023877985
Colorado Christian University,Lakewood,CO,Interdenominational,235,0.5063576493567007,0.6733517208023402,0.4405895895092206,0.5134193866877225,6,13890359.104,39.7129396,-105.0952693636912
George Fox University,Newberg,OR,Friends,238,0.5438314854588333,0.542877078828297,0.4654473819482522,0.5122713813484545,6,34297851.568,45.3038562,-122.9665911824416
Saint Norbert College,De Pere,WI,Roman Catholic,240,0.5122518599141151,0.5347442574602791,0.4970734629554855,0.5106736957207497,6,185309261.437,44.444529,-88.071131
LeTourneau University,Longview,TX,Interdenominational,241,0.5388906962492359,0.5816547659072826,0.4460779791864781,0.5102955844053638,6,33535602.32,32.46575895,-94.726444524352
McMurry University,Abilene,TX,Methodist,244,0.5575694272231038,0.3922809890744138,0.5184179506897759,0.5088598475285429,6,81508840.133,32.429358,-99.74872217744309
East Texas Baptist University,Marshall,TX,Baptist,245,0.5621834088017581,0.4805527893365258,0.4696914509509893,0.5088501664387804,6,38381286.655,32.55795265,-94.37511342798528
Saint Johns University,Collegeville,MN,Roman Catholic,248,0.4483740608823893,0.5656775202521218,0.539920576193262,0.5084599378378101,6,348293685.553,45.58264,-94.39271
Benedictine College,Atchison,KS,Roman Catholic,249,0.5010932827866053,0.5964617027428971,0.4708346021215804,0.508047905933725,6,80557269.571,39.57489275,-95.11379211168315
Salve Regina University,Newport,RI,Roman Catholic,250,0.5054459765363807,0.5986081158613383,0.4633452620250948,0.5072203822400231,6,91651492.984,41.47120200000001,-71.30049366464249
University of Portland,Portland,OR,Roman Catholic,251,0.5100808828449065,0.5027114759694126,0.5047394091270223,0.506470080628598,6,366209950.192,45.5736806,-122.7282877818709
University of Puget Sound,Tacoma,WA,Methodist,254,0.4722913921591461,0.50161275220803,0.5415969673023842,0.5058888232052419,6,548364873.475,47.261437,-122.4809573217707
Mount Saint Mary's University,Los Angeles,CA,Roman Catholic,255,0.5621227096176309,0.4163593422827567,0.4930785101357629,0.505353123854746,6,193391510.075,34.08522005,-118.4824686305502
University of Detroit Mercy,Detroit,MI,Roman Catholic,256,0.5130986773154749,0.5571250685527804,0.4686238443433701,0.5041007247683759,6,123514928.294,42.41403185,-83.13786010722785
Barry University,Miami,FL,Roman Catholic,257,0.5677417919786433,0.4949688433281984,0.4449571265024919,0.5040560564198635,6,62886041.716,25.8790289,-80.20151680720551
Adrian College,Adrian,MI,Methodist,259,0.4864879684484558,0.6317825815273264,0.4564286852791624,0.5035026364785707,6,66246897.227,41.89849465,-84.06083239910039
Catawba College,Salisbury,NC,United Church of Christ,261,0.3986792590637066,0.4967534238177402,0.6100455661625346,0.5028730806989888,6,570661751.383,35.69155045,-80.48600853247686
University of Indianapolis,Indianapolis,IN,Methodist,264,0.5888771405182673,0.4354450577438355,0.447920805582589,0.5017953419304,6,147068704.194,39.70939645,-86.13445225207252
Indiana Wesleyan University-Marion,Marion,IN,Wesleyan,265,0.5458407037080679,0.3912402023705826,0.5117596035797374,0.5012968072193468,6,330023953.784,40.5163759,-85.66416502625239
Maryville University of Saint Louis,Saint Louis,MO,Roman Catholic,266,0.5475184185893047,0.5069639076936313,0.4521422600749653,0.501242033223821,6,81578590.274,38.643504,-90.505204
Shenandoah University,Winchester,VA,Methodist,267,0.5341972722157463,0.5174545416542213,0.4600310671630807,0.5011690851144207,6,91468760.278,39.16630535,-78.15876380974831
Gardner-Webb University,Boiling Springs,NC,Baptist,268,0.5325427780870786,0.5081862075473116,0.4659587695065499,0.5010269794022515,6,76768195.489,35.24782945,-81.67023803083481
Southern Virginia University,Buena Vista,VA,The Church of Jesus Christ of Latter-day Saints,269,0.4109165064359271,0.7847158956893183,0.4474896241159084,0.5002755660432086,6,2102159.547,37.74181535,-79.34037954670688
Hood College,Frederick,MD,United Church of Christ,270,0.4993123427150286,0.5235790077089024,0.4895130860277717,0.5002415865210637,6,167463828.072,39.4229618,-77.41891707264057
